shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status,exception_flag
SHP003917,ORD103917,CUST6267,2026-07-04,Hyderabad_WH04,Pune,Lucknow,Ecom Express,Bike,44.58,852,2148.56,Delivered,False
SHP003918,ORD103918,CUST3208,2026-07-04,Delhi_WH01,Kolkata,Mumbai,Ecom Express,Van,39.91,2182,4486.52,Delivered,False
SHP003919,ORD103919,CUST8687,2026-07-04,Hyderabad_WH04,Delhi,Ahmedabad,Delhivery,Bike,27.01,2162,4295.72,Delayed,True
SHP003920,ORD103920,CUST5657,2026-07-04,Chennai_WH05,Jaipur,Lucknow,DHL,Mini Truck,48.84,2356,4906.88,Cancelled,True
SHP003921,ORD103921,CUST6677,2026-07-04,Chennai_WH05,Lucknow,Hyderabad,Ecom Express,Mini Truck,27.3,2193,4355.0,Delivered,False
SHP003922,ORD103922,CUST1040,2026-07-04,Chennai_WH05,Kolkata,Hyderabad,Delhivery,Truck,42.6,2047,4275.8,Delivered,False
SHP003923,ORD103923,CUST2502,2026-07-04,Hyderabad_WH04,Kolkata,Chennai,Delhivery,Van,32.24,2083,4216.28,Delivered,False
SHP003924,ORD103924,CUST5997,2026-07-04,Bengaluru_WH03,Mumbai,Pune,FedEx,Bike,34.12,1763,3662.84,Delivered,False
SHP003925,ORD103925,CUST7340,2026-07-04,Mumbai_WH02,Pune,Lucknow,Blue Dart,Truck,38.41,328,1131.32,Delivered,False
SHP003926,ORD103926,CUST8769,2026-07-04,Chennai_WH05,Bengaluru,Hyderabad,Blue Dart,Truck,30.12,1118,2453.84,In Transit,True
SHP003927,ORD103927,CUST6631,2026-07-04,Hyderabad_WH04,Lucknow,Pune,Delhivery,Bike,36.1,635,1656.2,Delivered,False
SHP003928,ORD103928,CUST8299,2026-07-04,Mumbai_WH02,Chennai,Delhi,Delhivery,Truck,31.96,744,1802.72,Cancelled,True
SHP003929,ORD103929,CUST3581,2026-07-04,Mumbai_WH02,Ahmedabad,Kolkata,DHL,Bike,23.85,1957,3888.8,In Transit,True
SHP003930,ORD103930,CUST3701,2026-07-04,Hyderabad_WH04,Jaipur,Hyderabad,FedEx,Mini Truck,14.93,846,1781.96,Delivered,False
SHP003931,ORD103931,CUST6345,2026-07-04,Chennai_WH05,Ahmedabad,Mumbai,Blue Dart,Mini Truck,7.94,1398,2691.68,Delivered,False
SHP003932,ORD103932,CUST5942,2026-07-04,Bengaluru_WH03,Delhi,Kolkata,FedEx,Mini Truck,46.71,1324,3023.72,Delivered,False
SHP003933,ORD103933,CUST8455,2026-07-04,Bengaluru_WH03,Pune,Chennai,DHL,Van,38.97,148,814.04,Delivered,False
SHP003934,ORD103934,CUST7705,2026-07-04,Delhi_WH01,Mumbai,Jaipur,FedEx,Van,8.66,1692,3229.52,Delivered,False
SHP003935,ORD103935,CUST4260,2026-07-04,Chennai_WH05,Kolkata,Chennai,FedEx,Van,32.45,2375,4744.4,Delivered,False
SHP003936,ORD103936,CUST4186,2026-07-04,Mumbai_WH02,Bengaluru,Ahmedabad,FedEx,Van,38.33,1978,4100.36,Delivered,False
SHP003937,ORD103937,CUST6088,2026-07-04,Bengaluru_WH03,Ahmedabad,Kolkata,Blue Dart,Van,33.65,504,1391.0,In Transit,True
SHP003938,ORD103938,CUST6424,2026-07-04,Bengaluru_WH03,Lucknow,Bengaluru,FedEx,Mini Truck,16.99,601,1365.68,Delivered,False
SHP003939,ORD103939,CUST8306,2026-07-04,Hyderabad_WH04,Mumbai,Lucknow,Delhivery,Bike,47.57,1619,3565.04,Delivered,False
SHP003940,ORD103940,CUST6746,2026-07-04,Mumbai_WH02,Pune,Kolkata,FedEx,Van,45.38,545,1605.56,Delivered,False
SHP003941,ORD103941,CUST2784,2026-07-04,Mumbai_WH02,Chennai,Jaipur,Delhivery,Truck,11.44,2272,4306.88,Delivered,False
SHP003942,ORD103942,CUST2468,2026-07-04,Chennai_WH05,Delhi,Mumbai,Ecom Express,Truck,38.25,2020,4175.0,In Transit,True
SHP003943,ORD103943,CUST6972,2026-07-04,Bengaluru_WH03,Chennai,Pune,FedEx,Van,1.75,547,1085.6,Delivered,False
SHP003944,ORD103944,CUST5320,2026-07-04,Bengaluru_WH03,Ahmedabad,Lucknow,DHL,Mini Truck,20.09,279,823.28,In Transit,True
SHP003945,ORD103945,CUST2830,2026-07-04,Chennai_WH05,Chennai,Pune,Delhivery,Mini Truck,10.61,615,1314.32,Cancelled,True
SHP003946,ORD103946,CUST8699,2026-07-04,Chennai_WH05,Lucknow,Mumbai,Ecom Express,Truck,3.07,2198,4073.24,In Transit,True
SHP003947,ORD103947,CUST4574,2026-07-04,Hyderabad_WH04,Chennai,Ahmedabad,Delhivery,Van,35.65,998,2304.2,In Transit,True
SHP003948,ORD103948,CUST1777,2026-07-04,Hyderabad_WH04,Mumbai,Hyderabad,DHL,Mini Truck,1.35,2196,4049.0,Delivered,False
SHP003949,ORD103949,CUST2771,2026-07-04,Hyderabad_WH04,Hyderabad,Ahmedabad,Blue Dart,Van,32.93,1075,2410.16,Delivered,False
SHP003950,ORD103950,CUST3632,2026-07-04,Bengaluru_WH03,Hyderabad,Kolkata,Delhivery,Mini Truck,45.41,463,1458.32,Delivered,False
SHP003951,ORD103951,CUST8173,2026-07-04,Delhi_WH01,Jaipur,Chennai,Ecom Express,Van,17.46,1389,2789.72,Delivered,False
SHP003952,ORD103952,CUST7948,2026-07-04,Delhi_WH01,Jaipur,Ahmedabad,Blue Dart,Bike,7.11,1409,2701.52,Delivered,False
SHP003953,ORD103953,CUST7442,2026-07-04,Bengaluru_WH03,Kolkata,Chennai,Delhivery,Bike,48.44,659,1847.48,Delivered,False
SHP003954,ORD103954,CUST7986,2026-07-04,Mumbai_WH02,Delhi,Kolkata,Delhivery,Van,15.77,96,442.04,Delivered,False
SHP003955,ORD103955,CUST2720,2026-07-04,Bengaluru_WH03,Lucknow,Hyderabad,Blue Dart,Bike,29.17,2024,4073.24,Delivered,False
SHP003956,ORD103956,CUST7496,2026-07-04,Delhi_WH01,Kolkata,Mumbai,Delhivery,Bike,38.53,637,1688.96,Delivered,False
SHP003957,ORD103957,CUST8969,2026-07-04,Chennai_WH05,Kolkata,Mumbai,DHL,Van,29.09,1985,4002.08,Delivered,False
SHP003958,ORD103958,CUST6841,2026-07-04,Delhi_WH01,Jaipur,Pune,Ecom Express,Bike,30.56,2264,4521.92,Delivered,False
SHP003959,ORD103959,CUST9160,2026-07-04,Bengaluru_WH03,Jaipur,Lucknow,FedEx,Truck,47.71,615,1759.52,Delivered,False
SHP003960,ORD103960,CUST4940,2026-07-04,Hyderabad_WH04,Jaipur,Pune,Delhivery,Mini Truck,1.6,581,1145.0,Delivered,False
SHP003961,ORD103961,CUST7232,2026-07-04,Mumbai_WH02,Bengaluru,Ahmedabad,Ecom Express,Van,23.56,1180,2486.72,In Transit,True
SHP003962,ORD103962,CUST4409,2026-07-04,Bengaluru_WH03,Pune,Hyderabad,DHL,Truck,25.52,2164,4281.44,Delivered,False
SHP003963,ORD103963,CUST5583,2026-07-04,Delhi_WH01,Bengaluru,Lucknow,Delhivery,Van,42.89,1088,2553.08,Delivered,False
SHP003964,ORD103964,CUST8370,2026-07-04,Bengaluru_WH03,Hyderabad,Kolkata,Ecom Express,Van,47.04,1889,4044.68,In Transit,True
SHP003965,ORD103965,CUST6375,2026-07-04,Bengaluru_WH03,Lucknow,Ahmedabad,Ecom Express,Mini Truck,14.55,225,659.6,Delivered,False
SHP003966,ORD103966,CUST4349,2026-07-04,Hyderabad_WH04,Kolkata,Bengaluru,Ecom Express,Mini Truck,7.8,2426,4540.4,Delayed,True
SHP003967,ORD103967,CUST8927,2026-07-04,Mumbai_WH02,Jaipur,Bengaluru,DHL,Truck,49.54,335,1277.48,Delivered,False
SHP003968,ORD103968,CUST4836,2026-07-04,Chennai_WH05,Bengaluru,Chennai,DHL,Van,41.82,2020,4217.84,Cancelled,True
SHP003969,ORD103969,CUST7044,2026-07-04,Mumbai_WH02,Lucknow,Ahmedabad,FedEx,Bike,35.04,120,716.48,Delivered,False
SHP003970,ORD103970,CUST4586,2026-07-04,Bengaluru_WH03,Ahmedabad,Delhi,Blue Dart,Truck,22.61,200,711.32,Delivered,False
SHP003971,ORD103971,CUST7540,2026-07-04,Mumbai_WH02,Mumbai,Ahmedabad,Ecom Express,Bike,4.5,1544,2913.2,Delivered,False
SHP003972,ORD103972,CUST3548,2026-07-04,Bengaluru_WH03,Jaipur,Mumbai,Delhivery,Mini Truck,46.24,1655,3613.88,Delivered,False
SHP003973,ORD103973,CUST9493,2026-07-04,Mumbai_WH02,Kolkata,Hyderabad,FedEx,Mini Truck,23.39,808,1815.08,Delivered,False
SHP003974,ORD103974,CUST9500,2026-07-04,Hyderabad_WH04,Pune,Bengaluru,DHL,Mini Truck,46.91,1533,3402.32,In Transit,True
SHP003975,ORD103975,CUST5587,2026-07-04,Delhi_WH01,Mumbai,Ahmedabad,Ecom Express,Truck,45.72,656,1809.44,In Transit,True
SHP003976,ORD103976,CUST5724,2026-07-04,Chennai_WH05,Pune,Jaipur,FedEx,Truck,1.75,108,295.4,In Transit,True
SHP003977,ORD103977,CUST3312,2026-07-04,Chennai_WH05,Ahmedabad,Bengaluru,Blue Dart,Bike,45.95,1309,2987.6,Cancelled,True
SHP003978,ORD103978,CUST4325,2026-07-04,Hyderabad_WH04,Mumbai,Delhi,DHL,Bike,45.44,637,1771.88,In Transit,True
SHP003979,ORD103979,CUST7936,2026-07-04,Bengaluru_WH03,Bengaluru,Mumbai,DHL,Van,29.51,2336,4638.92,In Transit,True
SHP003980,ORD103980,CUST3796,2026-07-04,Hyderabad_WH04,Jaipur,Pune,Delhivery,Bike,21.57,1950,3848.84,In Transit,True
SHP003981,ORD103981,CUST6128,2026-07-04,Hyderabad_WH04,Delhi,Ahmedabad,DHL,Mini Truck,40.06,1118,2573.12,In Transit,True
SHP003982,ORD103982,CUST5212,2026-07-04,Mumbai_WH02,Mumbai,Ahmedabad,FedEx,Bike,42.72,1452,3206.24,Returned,True
SHP003983,ORD103983,CUST5203,2026-07-04,Chennai_WH05,Mumbai,Bengaluru,FedEx,Truck,11.06,1141,2266.52,Delayed,True
SHP003984,ORD103984,CUST3673,2026-07-04,Delhi_WH01,Ahmedabad,Chennai,FedEx,Mini Truck,3.91,2090,3888.92,Delivered,False
SHP003985,ORD103985,CUST8282,2026-07-04,Chennai_WH05,Hyderabad,Pune,FedEx,Truck,26.75,662,1592.6,In Transit,True
SHP003986,ORD103986,CUST1714,2026-07-04,Chennai_WH05,Jaipur,Kolkata,Ecom Express,Mini Truck,18.94,1639,3257.48,Cancelled,True
SHP003987,ORD103987,CUST6729,2026-07-04,Mumbai_WH02,Bengaluru,Kolkata,DHL,Truck,24.46,708,1647.92,Delivered,False
SHP003988,ORD103988,CUST6957,2026-07-04,Delhi_WH01,Ahmedabad,Kolkata,DHL,Van,38.31,2407,4872.32,Delivered,False
SHP003989,ORD103989,CUST1084,2026-07-04,Mumbai_WH02,Mumbai,Kolkata,DHL,Van,42.47,2477,5048.24,Delivered,False
SHP003990,ORD103990,CUST5972,2026-07-04,Hyderabad_WH04,Hyderabad,Mumbai,Delhivery,Truck,48.63,2426,5030.36,Delivered,False
SHP003991,ORD103991,CUST9642,2026-07-04,Bengaluru_WH03,Hyderabad,Bengaluru,FedEx,Mini Truck,24.62,1044,2254.64,Delivered,False
SHP003992,ORD103992,CUST2410,2026-07-04,Delhi_WH01,Chennai,Mumbai,Blue Dart,Mini Truck,9.56,1160,2282.72,Delivered,False
SHP003993,ORD103993,CUST1812,2026-07-04,Hyderabad_WH04,Chennai,Jaipur,Blue Dart,Mini Truck,30.42,307,997.64,Delivered,False
SHP003994,ORD103994,CUST5544,2026-07-04,Hyderabad_WH04,Mumbai,Hyderabad,DHL,Mini Truck,9.11,1873,3560.72,Delivered,False
SHP003995,ORD103995,CUST3385,2026-07-04,Mumbai_WH02,Ahmedabad,Chennai,Ecom Express,Van,38.35,1781,3746.0,Delivered,False
SHP003996,ORD103996,CUST7323,2026-07-04,Chennai_WH05,Jaipur,Ahmedabad,DHL,Mini Truck,3.17,1728,3228.44,Delivered,False
SHP003997,ORD103997,CUST2238,2026-07-04,Hyderabad_WH04,Kolkata,Ahmedabad,DHL,Mini Truck,15.06,1908,3695.12,Delivered,False
SHP003998,ORD103998,CUST7134,2026-07-04,Delhi_WH01,Kolkata,Bengaluru,DHL,Bike,20.88,170,636.56,Delivered,False
SHP003999,ORD103999,CUST2728,2026-07-04,Bengaluru_WH03,Pune,Bengaluru,Blue Dart,Mini Truck,2.12,1878,3485.84,In Transit,True
SHP004000,ORD104000,CUST1547,2026-07-04,Hyderabad_WH04,Lucknow,Bengaluru,DHL,Mini Truck,47.75,1623,3574.4,In Transit,True
